stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\wayne\Final_Project\CSI2P-Final-Project-Template\CSI2P-Final-Project-Template\SourceCode\allegro5.cfg r
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38045] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38046] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38048] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38049] added dtor for sample_instance 0000000002c75230, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38051] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38052] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38053] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38055] added dtor for sample_instance 0000000002c75350, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38057] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38064] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38067] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38069] added dtor for sample_instance 0000000002c75c80, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38080] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38085] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38087] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38089] added dtor for sample_instance 0000000002c7ddb0, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38091] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38093] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38095] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38098] added dtor for sample_instance 0000000002c7ded0, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38101] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38102] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38104] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38105] added dtor for sample_instance 0000000002c6a200, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38107] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38108] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38110] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38111] added dtor for sample_instance 0000000002c69d80, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38113] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38114] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38115] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.38117] added dtor for sample_instance 0000000002c69900, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.38118] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38123] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.38125] 
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38127] opening ./assets/font/Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.38235] Font ./assets/font/Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.38238]     ascent=12.0, descent=-4.0, height=15.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.38240] added dtor for ttf_font 0000000002c75730, func 00007ffde1904c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38242] opening ./assets/font/courbd.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.38330] Font ./assets/font/courbd.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.38333]     ascent=10.0, descent=-4.0, height=14.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.38335] added dtor for ttf_font 0000000002c75ac0, func 00007ffde1904c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38337] opening ./assets/font/Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.38412] Font ./assets/font/Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.38415]     ascent=24.0, descent=-7.0, height=30.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.38417] added dtor for ttf_font 0000000002c75820, func 00007ffde1904c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38419] opening ./assets/font/courbd.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.38520] Font ./assets/font/courbd.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.38524]     ascent=20.0, descent=-8.0, height=27.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.38525] added dtor for ttf_font 0000000002c75910, func 00007ffde1904c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38527] opening ./assets/font/Caviar_Dreams_Bold.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.38604] Font ./assets/font/Caviar_Dreams_Bold.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.38606]     ascent=36.0, descent=-11.0, height=46.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.38608] added dtor for ttf_font 0000000002c75520, func 00007ffde1904c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38610] opening ./assets/font/courbd.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.38694] Font ./assets/font/courbd.ttf loaded with pixel size 0 x 36.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.38698]     ascent=30.0, descent=-11.0, height=41.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.38700] added dtor for ttf_font 0000000002ca2e10, func 00007ffde1904c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38702] opening ./assets/image/love.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38775] opening ./assets/image/love.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.38843] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.38847] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.38848] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.38850] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.38856] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.38858] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.38859] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.38860] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.38862] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.38863] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.38865] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.38866] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.38868] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.38908] added dtor for bitmap 0000000002caf500, func 00007ffde17e1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38922] opening ./assets/image/tower/Arcane_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39009] opening ./assets/image/tower/Arcane_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39074] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39077] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39079] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39080] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39082] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39083] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39085] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39086] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39087] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.39089] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.39090] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.39092] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.39093] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.39119] added dtor for bitmap 0000000002cae110, func 00007ffde17e1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39159] opening ./assets/image/tower/Archer_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39285] opening ./assets/image/tower/Archer_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39333] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39336] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39343] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39345] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39347] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39348] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39349] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39351] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39352] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.39354] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.39355] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.39357] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.39358] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.39380] added dtor for bitmap 0000000002caf2d0, func 00007ffde17e1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39419] opening ./assets/image/tower/Canon_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39488] opening ./assets/image/tower/Canon_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39553] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39559] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39561] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39562] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39564] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39566] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39567] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39569] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39570] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.39572] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.39573] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.39575] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.39577] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.39602] added dtor for bitmap 0000000002cad100, func 00007ffde17e1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39647] opening ./assets/image/tower/Poison_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39718] opening ./assets/image/tower/Poison_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39780] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39784] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39785] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39787] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39788] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39790] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39791] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39792] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39794] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.39795] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.39797] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.39798] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.39800] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.39821] added dtor for bitmap 0000000002cad2b0, func 00007ffde17e1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39866] opening ./assets/image/tower/Storm_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39928] opening ./assets/image/tower/Storm_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.39996] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40000] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40002] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40003] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40005] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40006] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40008] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40009] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40010] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.40012] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.40013] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.40014] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.40016] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.40039] added dtor for bitmap 0000000002cad460, func 00007ffde17e1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.40225] opening ./assets/gif/Hero/dragonite_front.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40293] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40297] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40299] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40301] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40302] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40304] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40305] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40307] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40308] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.40310] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.40311] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.40313] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.40315] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.40346] added dtor for bitmap 0000000002cacf30, func 00007ffde17e1bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40531] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40534] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40536] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40537] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40538] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40540] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40541] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40543] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40544] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.40545] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.40547] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.40548] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.40550] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.40573] added dtor for bitmap 0000000002ca61f0, func 00007ffde17e1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.40713] opening ./assets/image/StartBackground.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.40774] opening ./assets/image/StartBackground.jpg rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40959] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40966] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40969] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40971] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40974] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40977] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40991] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40995] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.40996] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.40998] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.41000] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.41001] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.41003] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.41603] added dtor for bitmap 0000000002caddd0, func 00007ffde17e1bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.46131] opening ./assets/sound/growl.wav rb
wav      I                wav.c:124  wav_open                         [   0.46263] Ignoring chunk: LIST
wav      E                wav.c:121  wav_open                         [   0.46271] Bad RIFF type.
dtor     D               dtor.c:196  _al_register_destructor          [   0.46274] added dtor for sample 0000000002ca2e40, func 00007ffde1911a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.46297] added dtor for sample_instance 0000000002c69ea0, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.46305] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.46308]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.46310]  0.000000 0.707107
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46536] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46541] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46616] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46623] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46656] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46658] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46680] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46681] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46709] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46711] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46737] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46739] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46761] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46765] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46785] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46786] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46816] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46818] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.46888] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.46891] _al_d3d_sync_bitmap (video) ref count == 1
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   2.06193] Loading sample ./assets/sound/BackgroundMusic.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   2.06206] opening ./assets/sound/BackgroundMusic.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   2.06475] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   2.06486] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   2.06489] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   2.06492] total_samples 7875072
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   2.06495] total_size 31500288
dtor     D               dtor.c:196  _al_register_destructor          [   2.51670] added dtor for sample 0000000002ca29f0, func 00007ffde1911a1d
dtor     D               dtor.c:196  _al_register_destructor          [   2.51687] added dtor for sample_instance 0000000002c6a0e0, func 00007ffde190929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   2.51690] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.51692]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   2.51693]  0.000000 0.707107
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.54582] removed dtor for sample_instance 0000000002c69ea0
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   3.34523] opening ./assets/gif/Hero/dragonite_left.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34680] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34686] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34689] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34691] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34693] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34695] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34698] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34700] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34702] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.34704] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.34706] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.34709] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.34711] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.34759] added dtor for bitmap 0000000002cb1320, func 00007ffde17e1bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34955] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34961] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34964] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34966] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34969] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34971] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34973] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34975] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   3.34978] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   3.34980] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   3.34982] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   3.34985] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   3.34987] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   3.35025] added dtor for bitmap 000000000f8c4810, func 00007ffde17e1bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.35974] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.35981] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   3.36090] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   3.36096] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   4.52869] opening ./assets/gif/Hero/dragonite_back.gif rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53122] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   4.53130] Fake format
